Transecta	Año	Punto	x	y	Sustrato	Hojarasca	Arbt	Arbo	sp	Estado	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	tq_s	tq_a
5	1950	17	32	0	H	1.5	4	14	Ca?	Vivo	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	1	2	6
5	1950	17	32	0	H	1.5	4	14	Ca?	Seco	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0
5	1950	18	34	0	H	2	4	16.9	Ca?	Vivo	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	0	2	4
5	1950	18	34	0	H	2	4	16.9	Ca?	Seco	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	3	1
5	1950	19	36	0	H	1	3.5	16.39	Ca?	Seco	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
5	1950	19	36	0	H	1	3.5	16.39	Ca?	Vivo	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	3
5	1950	20	38	0	H	0.5	4	13.49	Ca?	Vivo	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	4
5	1950	20	38	0	H	0.5	4	13.49	Ca?	Seco	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1
5	1950	21	40	0	H	0.5	5	10	Ca?	Seco	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5	1950	21	40	0	H	0.5	5	10	Ca?	Vivo	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	4
5	1950	22	42	0	H	1	2.3	8	Ca?	Vivo	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	1
5	1950	23	44	0	H	1	3.4	8	Ca?	Seco	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
5	1950	23	44	0	H	1	3.4	8	Ca?	Vivo	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	4	1
5	1950	24	46	0	H	1.5	3.2	NA	Ca?	Seco	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	8	0
5	1950	24	46	0	H	1.5	3.2	NA	Notro	Seco	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
5	1950	24	46	0	H	1.5	3.2	NA	Ca?	Vivo	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
5	1950	25	48	0	H	1	3.3	10.71	Ca?	Seco	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
5	1950	25	48	0	H	1	3.3	10.71	Ca?	Vivo	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	3	1
5	1950	26	50	0	H	1.5	7.47	NA	Ca?	Vivo	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	4	1
5	1950	26	50	0	H	1.5	7.47	NA	Ca?	Seco	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5	1950	26	50	0	H	1.5	7.47	NA	Radal	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3
5	1950	27	52	0	H	1	6	8	Radal	Vivo	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	2	7
5	1950	27	52	0	H	1	6	8	Ca?	Seco	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0
5	1950	28	54	0	H	1.5	6	7	Ca?	Seco	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
5	1950	28	54	0	H	1.5	6	7	Ca?	Vivo	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	3	0
5	1950	29	56	0	H	1	3	7.54	Ca?	Seco	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0
5	1950	29	56	0	H	1	3	7.54	Ca?	Vivo	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	3	3
5	1950	30	58	0	H	1	3.3	6.42	Ca?	Vivo	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	3	4
5	1950	31	60	0	H	1	3.3	6.42	Ca?	Vivo	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	2	2
6	1950	1	0	0	H	0.5	2.94	19.27	Ca?	Vivo	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0
6	1950	1	0	0	H	0.5	2.94	19.27	Ca?	Seco	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
6	1950	2	2	0	H	2.5	3.23	19.21	Chaura	Vivo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
6	1950	2	2	0	H	2.5	3.23	19.21	Chaura	Seco	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
6	1950	2	2	0	H	2.5	3.23	19.21	Ca?	Seco	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
6	1950	3	4	0	H	1	2.7	18.08	Ca?	Vivo	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
6	1950	4	6	0	H	2	3.86	19.38	Ca?	Vivo	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	4
6	1950	5	8	0	H	0.5	0	16.69	Ca?	Seco	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	6	10	0	H	1	2.6	19.49	Ca?	Vivo	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
6	1950	7	12	0	H	1	2.4	18.91	Ca?	Vivo	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
6	1950	7	12	0	H	1	2.4	18.91	Ca?	Seco	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
6	1950	8	14	0	H	1.5	2.5	9.52	Ca?	Seco	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	8	14	0	H	1.5	2.5	9.52	Ca?	Vivo	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0
6	1950	9	16	0	H	3	4	15.53	Ca?	Seco	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	3	0
6	1950	9	16	0	H	3	4	15.53	Ca?	Vivo	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	6
6	1950	10	18	0	H	3	4.2	17.08	Ca?	Vivo	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	5
6	1950	11	20	0	H	1	2.37	14.53	Ca?	Seco	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
6	1950	11	20	0	H	1	2.37	14.53	Ca?	Vivo	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	5	0
6	1950	12	22	0	H	0.5	1.6	17.47	Radal	Seco	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	12	22	0	H	0.5	1.6	17.47	Chaura	Seco	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
6	1950	12	22	0	H	0.5	1.6	17.47	Ca?	Vivo	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	12	22	0	H	0.5	1.6	17.47	Radal	Vivo	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0
6	1950	13	24	0	H	2	3	14.93	Ca?	Vivo	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	5	4
6	1950	14	26	0	H	2	3.2	18.76	Ca?	Vivo	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	4	3
6	1950	15	28	0	H	0.5	2	18.29	Ca?	Vivo	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	16	30	0	H	1	4	18.03	Ca?	Seco	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1
6	1950	16	30	0	H	1	4	18.03	Ca?	Vivo	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	4
6	1950	17	32	0	H	1.5	4.23	15.64	Ca?	Vivo	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	17	32	0	H	1.5	4.23	15.64	Caha	Seco	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	17	32	0	H	1.5	4.23	15.64	Coihue	Vivo	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	18	34	0	H	0.5	5	16.74	Ca?	Seco	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1
6	1950	18	34	0	H	0.5	5	16.74	Ca?	Vivo	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	6
6	1950	19	36	0	H	1.5	5	17.53	Ca?	Seco	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
6	1950	19	36	0	H	1.5	5	17.53	Ca?	Vivo	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	5
6	1950	20	38	0	H	1	2.9	18.84	Ca?	Seco	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	20	38	0	H	1	2.9	18.84	Ca?	Vivo	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	2	2
6	1950	21	40	0	H	1	4.5	17.9	Ca?	Vivo	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	3	2
6	1950	22	42	0	H	1	4.5	18.47	Ca?	Seco	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1
6	1950	22	42	0	H	1	4.5	18.47	Ca?	Vivo	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	4
6	1950	23	44	0	H	1	3.5	17.06	Ca?	Seco	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	4	0
6	1950	23	44	0	H	1	3.5	17.06	Ca?	Vivo	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	3	2
6	1950	24	46	0	H	1	4	17.79	Ca?	Seco	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	24	46	0	H	1	4	17.79	Ca?	Vivo	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	4	6
6	1950	25	48	0	H	1	1.7	18.45	Ca?	Seco	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	25	48	0	H	1	1.7	18.45	Ca?	Vivo	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
6	1950	26	50	0	H	1	2	18.84	Ca?	Vivo	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
6	1950	27	52	0	H	1	4	18.92	Ca?	Seco	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
6	1950	27	52	0	H	1	4	18.92	Ca?	Vivo	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	4
6	1950	28	54	0	H	2	2.17	18.43	Ca?	Seco	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
6	1950	28	54	0	H	2	2.17	18.43	Ca?	Vivo	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0
6	1950	29	56	0	H	1.5	4.27	18.9	Ca?	Seco	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0
6	1950	29	56	0	H	1.5	4.27	18.9	Ca?	Vivo	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0
6	1950	30	58	0	H	1	5	17.5	Ca?	Seco	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
6	1950	30	58	0	H	1	5	17.5	Ca?	Vivo	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	1	2	5
6	1950	31	60	0	H	1	2.5	17.39	Ca?	Seco	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
6	1950	31	60	0	H	1	2.5	17.39	Ca?	Vivo	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1
7	1987	1	0	0	H	NA	4	6.3	Maqui	Vivo	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0
7	1987	1	0	0	H	NA	4	6.3	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
7	1987	2	2	0	H	NA	4	4	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
7	1987	2	2	0	H	NA	4	4	Coihue	Seco	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
7	1987	3	4	0	H	NA	3.5	0	Maqui	Vivo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
7	1987	3	4	0	H	NA	3.5	0	Radal	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
7	1987	3	4	0	H	NA	3.5	0	Radal	Seco	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2
7	1987	4	6	0	H	NA	4	5	Coihue	Vivo	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	4	6	0	H	NA	4	5	Coihue	Seco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
7	1987	5	8	0	T	NA	1.5	5	Coihue	Seco	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	6	10	0	T	NA	3	5	Maqui	Seco	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	2
7	1987	7	12	0	H	NA	5.25	6.5	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
7	1987	7	12	0	T	NA	5.25	6.5	Coihue	Seco	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1
7	1987	8	14	0	H	NA	4	4	Coihue	Seco	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1
7	1987	8	14	0	H	NA	4	4	saucodiablo	Seco	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	9	16	0	H	NA	3.75	5	Ca?	Seco	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2
7	1987	10	18	0	H	NA	4	3.5	Ca?	Seco	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	8	7
7	1987	11	20	0	H	NA	4	5.5	Ca?	Seco	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	3	0
7	1987	11	20	0	H	NA	4	5.5	Coihue	Vivo	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	2	2
7	1987	11	20	0	H	NA	4	5.5	Coihue	Seco	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	12	22	0	T	NA	3.75	6.5	Ca?	Seco	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	12	22	0	T	NA	3.75	6.5	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	3
7	1987	13	24	0	H	NA	4	5.7	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	5
7	1987	13	24	0	H	NA	4	5.7	Maqui	Seco	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
7	1987	13	24	0	H	NA	4	5.7	Mutisia	Seco	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1
7	1987	13	24	0	H	NA	4	5.7	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
7	1987	13	24	0	H	NA	4	5.7	Coihue	Seco	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	1
7	1987	14	26	0	H	NA	3.75	6.5	Mutisia	Seco	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
7	1987	14	26	0	H	NA	3.75	6.5	Coihue	Vivo	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	14	26	0	H	NA	3.75	6.5	Coihue	Seco	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	2
7	1987	14	26	0	H	NA	3.75	6.5	saucodiablo	Vivo	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0
7	1987	15	28	0	H	NA	2.75	20	Mutisia	Seco	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	3	2
7	1987	15	28	0	H	NA	2.75	20	Coihue	Vivo	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2
7	1987	16	30	0	T	NA	4	4	Maqui	Vivo	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	16	30	0	T	NA	4	4	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2
7	1987	17	32	0	H	NA	4	4.5	Ca?	Seco	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0
7	1987	17	32	0	H	NA	4	4.5	Ca?	Vivo	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
7	1987	17	32	0	H	NA	4	4.5	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
7	1987	17	32	0	H	NA	4	4.5	Coihue	Seco	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	2	3
7	1987	18	34	0	H	NA	2.5	5	Ca?	Seco	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
7	1987	18	34	0	H	NA	2.5	5	Ca?	Vivo	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	4	0
7	1987	18	34	0	H	NA	2.5	5	Coihue	Seco	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2
7	1987	19	36	0	H	NA	2.75	6	Ca?	Seco	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0
7	1987	19	36	0	H	NA	2.75	6	Coihue	Seco	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	4	2
7	1987	20	38	0	T	NA	3.75	4.5	Coihue	Seco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
7	1987	21	40	0	H	NA	4	5	Maqui	Vivo	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
7	1987	21	40	0	T	NA	4	5	Coihue	Seco	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	3	2
7	1987	22	42	0	H	NA	4	5	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3
7	1987	22	42	0	H	NA	4	5	Ca?	Seco	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	22	42	0	H	NA	4	5	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3
7	1987	23	44	0	H	NA	1.25	0	Maqui	Seco	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	24	46	0	H	NA	3.25	0	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
7	1987	24	46	0	H	NA	3.25	0	Maqui	Seco	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2
7	1987	25	48	0	H	NA	4	5	Ca?	Seco	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2
7	1987	25	48	0	H	NA	4	5	Coihue	Vivo	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
7	1987	26	50	0	H	NA	3.75	4.5	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
7	1987	26	50	0	H	NA	3.75	4.5	Ca?	Seco	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	8	3
7	1987	26	50	0	H	NA	3.75	4.5	Mutisia	Vivo	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
7	1987	27	52	0	H	NA	4	0	Maqui	Vivo	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
7	1987	27	52	0	H	NA	4	0	Ca?	Seco	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5	0
7	1987	27	52	0	H	NA	4	0	Mutisia	Seco	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	5	0
7	1987	27	52	0	H	NA	4	0	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
7	1987	28	54	0	H	NA	4	4	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	4
7	1987	28	54	0	H	NA	4	4	Ca?	Seco	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
7	1987	28	54	0	H	NA	4	4	Mutisia	Vivo	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
7	1987	29	56	0	H	NA	4	0	Blinearifolia	Vivo	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	29	56	0	H	NA	4	0	Ca?	Seco	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0
7	1987	29	56	0	H	NA	4	0	Mutisia	Seco	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	3
7	1987	30	58	0	H	NA	4	4.5	Maqui	Seco	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
7	1987	30	58	0	H	NA	4	4.5	Ca?	Seco	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1
7	1987	30	58	0	H	NA	4	4.5	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
7	1987	30	58	0	H	NA	4	4.5	Coihue	Seco	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2
8	1987	1	0	0	T	1	4	2	Maqui	Vivo	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
8	1987	1	0	0	T	1	4	2	Maqui	Seco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
8	1987	2	2	0	H	1	5	5	Coihue	Vivo	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	3
8	1987	2	2	0	H	1	5	5	Maqui	Vivo	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	2	8
8	1987	3	4	0	H	8	5	4.78	Maqui	Vivo	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	8
8	1987	4	6	0	H	6	3.5	3	Mutisia	Seco	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	2	1
8	1987	4	6	0	H	6	3.5	3	Coihue	Vivo	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
8	1987	5	8	0	S	0	4.5	6.6	Maqui	Vivo	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
8	1987	5	8	0	S	0	4.5	6.6	Maqui	Seco	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2
8	1987	5	8	0	S	0	4.5	6.6	Mutisia	Seco	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	2
8	1987	6	10	0	H	1	9.12	6.3	Ca?	Seco	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
8	1987	6	10	0	H	1	9.12	6.3	Maqui	Seco	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
8	1987	7	12	0	H	5	6	3	Coihue	Vivo	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
8	1987	7	12	0	H	5	6	3	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
8	1987	7	12	0	H	5	6	3	Maqui	Seco	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
8	1987	8	14	0	H	6	4	2	Maqui	Vivo	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	5
8	1987	8	14	0	H	6	4	2	Maqui	Seco	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
8	1987	8	14	0	H	6	4	2	Ca?	Vivo	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2
8	1987	9	16	0	H	2	5	1	Coihue	Seco	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	3
8	1987	10	18	0	H	2	3.5	1.5	Cipres	Vivo	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	8	0
8	1987	10	18	0	H	2	3.5	1.5	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
8	1987	10	18	0	H	2	3.5	1.5	Coihue	Seco	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
8	1987	10	18	0	H	2	3.5	1.5	Ca?	Vivo	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	4
8	1987	11	20	0	H	2	2.5	3.5	Maqui	Vivo	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
8	1987	11	20	0	H	2	2.5	3.5	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2
8	1987	12	22	0	R	0	2.5	NA	Maqui	Vivo	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
8	1987	13	24	0	R	0	2.5	NA	Maqui	Vivo	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
8	1987	14	26	0	R	0	4	4	Maqui	Vivo	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	3	2
8	1987	15	28	0	H	2	4	1	Mchubutensis	Vivo	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
8	1987	15	28	0	H	2	4	1	Maqui	Seco	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0
8	1987	15	28	0	H	2	4	1	Coihue	Vivo	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	1	1	5
8	1987	16	30	0	T	0	6	1	Coihue	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
8	1987	16	30	0	T	0	6	1	Coihue	Seco	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0
8	1987	16	30	0	T	0	6	1	Maqui	Vivo	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	3
8	1987	17	32	0	H	5	6	2	Coihue	Seco	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
8	1987	17	32	0	H	5	6	2	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	4
8	1987	18	34	0	H	1	5.2	2	Coihue	Seco	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	5	8
8	1987	18	34	0	H	1	5.2	2	Maqui	Vivo	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
8	1987	19	36	0	H	2	7	2	Coihue	Seco	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	2	2
8	1987	20	38	0	H	3	6	2	Coihue	Seco	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	2	2
8	1987	20	38	0	H	3	6	2	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2
8	1987	21	40	0	H	2	7.6	2.5	Ca?	Seco	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	3
8	1987	21	40	0	H	2	7.6	2.5	Maqui	Seco	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	4
8	1987	22	42	0	H	2	6.1	5.5	Blinearifolia	Seco	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
8	1987	22	42	0	H	2	6.1	5.5	Maqui	Seco	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
8	1987	22	42	0	H	2	6.1	5.5	Ca?	Seco	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
8	1987	23	44	0	H	3.5	4.7	1.7	Ca?	Seco	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
8	1987	23	44	0	H	3.5	4.7	1.7	Maqui	Vivo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
8	1987	24	46	0	H	2	7.3	4.23	Coihue	Seco	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0
